JobID|JobIDRaw|ElapsedRaw|Account|AllocCPUS|CPUTimeRAW|NNodes|AllocNodes|NCPUS|Partition|TotalCPU|User|ExitCode|State|Reservation|ReservationId|AllocTRES
408370|408370|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408371|408371|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408372|408372|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408373|408373|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408374|408374|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408375|408375|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408376|408376|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408377|408377|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408378|408378|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408379|408379|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408380|408380|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408381|408381|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408382|408382|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408383|408383|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408384|408384|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408385|408385|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408386|408386|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408387|408387|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408388|408388|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408389|408389|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408390|408390|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408391|408391|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408392|408392|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408393|408393|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408394|408394|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408395|408395|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408396|408396|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408397|408397|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408398|408398|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408399|408399|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408400|408400|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408401|408401|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408402|408402|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408403|408403|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408404|408404|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408405|408405|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408406|408406|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408407|408407|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
